objectid,parentid,title,architect,building_type,architecture_firm,building_materials,date,date_began,date_completed,date_alteration,date_restoration,date_demolished,description,subject,address,street_name,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,object_thumb,object_location,reference_url
"in026_02","in026","View of courtyard, looking north-west (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/elecman2.jpg","https://digital.library.mcgill.ca/industrial/images/elecman2.jpg","https://digital.library.mcgill.ca/industrial/images/elecman2.jpg","","","https://digital.library.mcgill.ca/industrial/images/elecman2.jpg","https://digital.library.mcgill.ca/industrial/images/elecman2.jpg",https://sgolds15.github.io/industrial/items/in026.html#in026_02
"in026_03","in026","View of smokestack in interior courtyard (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/elecman3.jpg","https://digital.library.mcgill.ca/industrial/images/elecman3.jpg","https://digital.library.mcgill.ca/industrial/images/elecman3.jpg","","","https://digital.library.mcgill.ca/industrial/images/elecman3.jpg","https://digital.library.mcgill.ca/industrial/images/elecman3.jpg",https://sgolds15.github.io/industrial/items/in026.html#in026_03
"in027","","L.-O. Grothé Building","Resther, Jean Baptiste","factory","","brick; steel and concrete","1906","","c. 1906","","","","","","2000 boul. St-Laurent","","45.5112519","-73.5669723","","IN027","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/logrothe01.jpg","https://digital.library.mcgill.ca/industrial/images/logrothe01.jpg","https://digital.library.mcgill.ca/industrial/images/logrothe01.jpg","","","https://digital.library.mcgill.ca/industrial/images/logrothe01.jpg","https://digital.library.mcgill.ca/industrial/images/logrothe01.jpg",https://sgolds15.github.io/industrial/items/in027.html
"in027_01","in027","View, looking west, up boul. St-Laurent (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/logrothe01.jpg","https://digital.library.mcgill.ca/industrial/images/logrothe01.jpg","https://digital.library.mcgill.ca/industrial/images/logrothe01.jpg","","","https://digital.library.mcgill.ca/industrial/images/logrothe01.jpg","https://digital.library.mcgill.ca/industrial/images/logrothe01.jpg",https://sgolds15.github.io/industrial/items/in027.html#in027_01
"in027_02","in027","Looking south-west, along rue Ontario (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/logrothe02.jpg","https://digital.library.mcgill.ca/industrial/images/logrothe02.jpg","https://digital.library.mcgill.ca/industrial/images/logrothe02.jpg","","","https://digital.library.mcgill.ca/industrial/images/logrothe02.jpg","https://digital.library.mcgill.ca/industrial/images/logrothe02.jpg",https://sgolds15.github.io/industrial/items/in027.html#in027_02
"in028","","Terminal Warehousing and Cartage","","storage facility; warehouse","Marchand &amp; Haskell","reinforced concrete; brick walls","1906","1906","","1930, 1998","","","","","16-50 rue des Soeurs-Grises","","45.4988014","-73.5545971","","IN028","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/termina2.jpg","https://digital.library.mcgill.ca/industrial/images/termina2.jpg","https://digital.library.mcgill.ca/industrial/images/termina2.jpg","","","https://digital.library.mcgill.ca/industrial/images/termina2.jpg","https://digital.library.mcgill.ca/industrial/images/termina2.jpg",https://sgolds15.github.io/industrial/items/in028.html
"in028_01","in028","View, looking south-east (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/termina2.jpg","https://digital.library.mcgill.ca/industrial/images/termina2.jpg","https://digital.library.mcgill.ca/industrial/images/termina2.jpg","","","https://digital.library.mcgill.ca/industrial/images/termina2.jpg","https://digital.library.mcgill.ca/industrial/images/termina2.jpg",https://sgolds15.github.io/industrial/items/in028.html#in028_01
"in028_02","in028","View, looking south-west, from the intersection of rue des Soeurs Grises and de la Commune (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/terminal.jpg","https://digital.library.mcgill.ca/industrial/images/terminal.jpg","https://digital.library.mcgill.ca/industrial/images/terminal.jpg","","","https://digital.library.mcgill.ca/industrial/images/terminal.jpg","https://digital.library.mcgill.ca/industrial/images/terminal.jpg",https://sgolds15.github.io/industrial/items/in028.html#in028_02
"in028_03","in028","Company advertisement ffrom 1907; Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 99.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/terminal3.jpg","https://digital.library.mcgill.ca/industrial/images/terminal3.jpg","https://digital.library.mcgill.ca/industrial/images/terminal3.jpg","","","https://digital.library.mcgill.ca/industrial/images/terminal3.jpg","https://digital.library.mcgill.ca/industrial/images/terminal3.jpg",https://sgolds15.github.io/industrial/items/in028.html#in028_03
"in028_04","in028","Illustration from 1907 of company building; Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 99.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/terminal4.jpg","https://digital.library.mcgill.ca/industrial/images/terminal4.jpg","https://digital.library.mcgill.ca/industrial/images/terminal4.jpg","","","https://digital.library.mcgill.ca/industrial/images/terminal4.jpg","https://digital.library.mcgill.ca/industrial/images/terminal4.jpg",https://sgolds15.github.io/industrial/items/in028.html#in028_04
"in029","","Lyman Building","","factory","Mitchell &amp; Creighton","grey stone; &quot;Scotch fire brick&quot;","1908","","1908","","","","","","281-285 place d&#39;Youville","","45.5017265","-73.555248","","IN029","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/lyman.jpg","https://digital.library.mcgill.ca/industrial/images/lyman.jpg","https://digital.library.mcgill.ca/industrial/images/lyman.jpg","","","https://digital.library.mcgill.ca/industrial/images/lyman.jpg","https://digital.library.mcgill.ca/industrial/images/lyman.jpg",https://sgolds15.github.io/industrial/items/in029.html
"in030","","Hershey Canada Inc./National Licorice Co.","Reeves, Charles Aimé","food processing plant","","brick; grey stone; reinforced concrete","1907","","1907","","","","","","4211-4217 rue de Rouen","","45.552954","-73.5438148","","IN030","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/natlic03.jpg","https://digital.library.mcgill.ca/industrial/images/natlic03.jpg","https://digital.library.mcgill.ca/industrial/images/natlic03.jpg","","","https://digital.library.mcgill.ca/industrial/images/natlic03.jpg","https://digital.library.mcgill.ca/industrial/images/natlic03.jpg",https://sgolds15.github.io/industrial/items/in030.html
"in030_01","in030","View, looking east, of rear of building (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/natlic01.jpg","https://digital.library.mcgill.ca/industrial/images/natlic01.jpg","https://digital.library.mcgill.ca/industrial/images/natlic01.jpg","","","https://digital.library.mcgill.ca/industrial/images/natlic01.jpg","https://digital.library.mcgill.ca/industrial/images/natlic01.jpg",https://sgolds15.github.io/industrial/items/in030.html#in030_01
"in030_02","in030","Looking north at rue de Rouen façade (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/natlic02.jpg","https://digital.library.mcgill.ca/industrial/images/natlic02.jpg","https://digital.library.mcgill.ca/industrial/images/natlic02.jpg","","","https://digital.library.mcgill.ca/industrial/images/natlic02.jpg","https://digital.library.mcgill.ca/industrial/images/natlic02.jpg",https://sgolds15.github.io/industrial/items/in030.html#in030_02
"in030_03","in030","View, looking north, down ave. Desjardins (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/natlic03.jpg","https://digital.library.mcgill.ca/industrial/images/natlic03.jpg","https://digital.library.mcgill.ca/industrial/images/natlic03.jpg","","","https://digital.library.mcgill.ca/industrial/images/natlic03.jpg","https://digital.library.mcgill.ca/industrial/images/natlic03.jpg",https://sgolds15.github.io/industrial/items/in030.html#in030_03
"in031","","United Shoe Machinery Ltd./ Le Cours de Coubertin","Stone, Howard C.","factory","","red brick; glass","1911","1911","","","","","View of renovated factory from the Olympic Stadium (1999)","","2610 avenue Bennett","","45.55777925","-73.54789846","","IN031","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/unitedshoe.jpg","https://digital.library.mcgill.ca/industrial/images/unitedshoe.jpg","https://digital.library.mcgill.ca/industrial/images/unitedshoe.jpg","","","https://digital.library.mcgill.ca/industrial/images/unitedshoe.jpg","https://digital.library.mcgill.ca/industrial/images/unitedshoe.jpg",https://sgolds15.github.io/industrial/items/in031.html
"in032","","Vineberg Building/Berman Building","","","Dufort &amp; Décary","","1912","","1912","","","","","","4060 boul. St-Laurent","","45.51710893","-73.57994982","","IN032","Image;StillImage","image/jpeg","eng","","","record","","","","","","","",https://sgolds15.github.io/industrial/items/in032.html
"in033","","Read Building","","light manufacturing","Ross &amp; MacFarlane","reinforced concrete frame; brick exterior; Montreal grey stone base; Indiana limestone trim","1913","1912","1913","","","","","","420 rue de La Gauchetière ouest","","45.503323","-73.563237","","IN033","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/read.jpg","https://digital.library.mcgill.ca/industrial/images/read.jpg","https://digital.library.mcgill.ca/industrial/images/read.jpg","","","https://digital.library.mcgill.ca/industrial/images/read.jpg","https://digital.library.mcgill.ca/industrial/images/read.jpg",https://sgolds15.github.io/industrial/items/in033.html
"in034","","Canadian Marconi Co.","","factory","Ross &amp; MacDonald","reinforced concrete; concrete block walls with brick face","1930","","1930","1937","","","","","2142 rue Trenton","","45.51432355","-73.633901","","IN034","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/marconi03.jpg","https://digital.library.mcgill.ca/industrial/images/marconi03.jpg","https://digital.library.mcgill.ca/industrial/images/marconi03.jpg","","","https://digital.library.mcgill.ca/industrial/images/marconi03.jpg","https://digital.library.mcgill.ca/industrial/images/marconi03.jpg",https://sgolds15.github.io/industrial/items/in034.html
"in034_001","in034","Photo of interior court (c. 1940s); from Journal (RAIC) 19:7 (1942) 166.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/marconi01.jpg","https://digital.library.mcgill.ca/industrial/images/marconi01.jpg","https://digital.library.mcgill.ca/industrial/images/marconi01.jpg","","","https://digital.library.mcgill.ca/industrial/images/marconi01.jpg","https://digital.library.mcgill.ca/industrial/images/marconi01.jpg",https://sgolds15.github.io/industrial/items/in034.html#in034_001
"in034_002","in034","Photo of main plant (c. 1940s); from Journal (RAIC) 19:7 (1942) 166.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/marconi02.jpg","https://digital.library.mcgill.ca/industrial/images/marconi02.jpg","https://digital.library.mcgill.ca/industrial/images/marconi02.jpg","","","https://digital.library.mcgill.ca/industrial/images/marconi02.jpg","https://digital.library.mcgill.ca/industrial/images/marconi02.jpg",https://sgolds15.github.io/industrial/items/in034.html#in034_002
"in034_003","in034","Photograph (ca. 1930); from Montreal, the Metropolis of Canada: A Comprehensive Record of the Growth and Development of the Canadian Metropolis (Montreal: Montreal Industrial Commission, 1931), 84.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/marconi03.jpg","https://digital.library.mcgill.ca/industrial/images/marconi03.jpg","https://digital.library.mcgill.ca/industrial/images/marconi03.jpg","","","https://digital.library.mcgill.ca/industrial/images/marconi03.jpg","https://digital.library.mcgill.ca/industrial/images/marconi03.jpg",https://sgolds15.github.io/industrial/items/in034.html#in034_003
"in034_004","in034","Company advertisement from 1931; from Montreal, the Metropolis of Canada: A Comprehensive Record of the Growth and Development of the Canadian Metropolis (Montreal: Montreal Industrial Commission, 1931), 84.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/marconi04.jpg","https://digital.library.mcgill.ca/industrial/images/marconi04.jpg","https://digital.library.mcgill.ca/industrial/images/marconi04.jpg","","","https://digital.library.mcgill.ca/industrial/images/marconi04.jpg","https://digital.library.mcgill.ca/industrial/images/marconi04.jpg",https://sgolds15.github.io/industrial/items/in034.html#in034_004
"in035","","Montreal Herald Building/The Canada Building","","light manufacturing","Brown &amp; Vallance","grey brick; terra cotta","1913","1913","","1954","","","","","455-465 rue St-Antoine ouest","","45.504191","-73.559402","","IN035","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/herald.jpg","https://digital.library.mcgill.ca/industrial/images/herald.jpg","https://digital.library.mcgill.ca/industrial/images/herald.jpg","","","https://digital.library.mcgill.ca/industrial/images/herald.jpg","https://digital.library.mcgill.ca/industrial/images/herald.jpg",https://sgolds15.github.io/industrial/items/in035.html
"in035_01","in035","View, looking west, along rue St-Antoine (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/herald.jpg","https://digital.library.mcgill.ca/industrial/images/herald.jpg","https://digital.library.mcgill.ca/industrial/images/herald.jpg","","","https://digital.library.mcgill.ca/industrial/images/herald.jpg","https://digital.library.mcgill.ca/industrial/images/herald.jpg",https://sgolds15.github.io/industrial/items/in035.html#in035_01
"in035_02","in035","Detailing above front entrance (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/herald01.jpg","https://digital.library.mcgill.ca/industrial/images/herald01.jpg","https://digital.library.mcgill.ca/industrial/images/herald01.jpg","","","https://digital.library.mcgill.ca/industrial/images/herald01.jpg","https://digital.library.mcgill.ca/industrial/images/herald01.jpg",https://sgolds15.github.io/industrial/items/in035.html#in035_02
"in036","","Southam Building","","printing plant","Brown &amp; Vallance","steel and reinforced concrete; brick","1916","","1916","1956 (interior and 6th Floor)","","","","","1070 rue de Bleury","","45.5042736","-73.5629188","","IN036","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/southam02.jpg","https://digital.library.mcgill.ca/industrial/images/southam02.jpg","https://digital.library.mcgill.ca/industrial/images/southam02.jpg","","","https://digital.library.mcgill.ca/industrial/images/southam02.jpg","https://digital.library.mcgill.ca/industrial/images/southam02.jpg",https://sgolds15.github.io/industrial/items/in036.html
"in036_01","in036","View, looking west, from rue de Bleury (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/southam.jpg","https://digital.library.mcgill.ca/industrial/images/southam.jpg","https://digital.library.mcgill.ca/industrial/images/southam.jpg","","","https://digital.library.mcgill.ca/industrial/images/southam.jpg","https://digital.library.mcgill.ca/industrial/images/southam.jpg",https://sgolds15.github.io/industrial/items/in036.html#in036_01
"in036_02","in036","View looking south-east (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/southam02.jpg","https://digital.library.mcgill.ca/industrial/images/southam02.jpg","https://digital.library.mcgill.ca/industrial/images/southam02.jpg","","","https://digital.library.mcgill.ca/industrial/images/southam02.jpg","https://digital.library.mcgill.ca/industrial/images/southam02.jpg",https://sgolds15.github.io/industrial/items/in036.html#in036_02
"in036_03","in036","Detail showing integrated sign (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/southam02a.jpg","https://digital.library.mcgill.ca/industrial/images/southam02a.jpg","https://digital.library.mcgill.ca/industrial/images/southam02a.jpg","","","https://digital.library.mcgill.ca/industrial/images/southam02a.jpg","https://digital.library.mcgill.ca/industrial/images/southam02a.jpg",https://sgolds15.github.io/industrial/items/in036.html#in036_03
"in036_04","in036","Detail of building ornament (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/southam03.jpg","https://digital.library.mcgill.ca/industrial/images/southam03.jpg","https://digital.library.mcgill.ca/industrial/images/southam03.jpg","","","https://digital.library.mcgill.ca/industrial/images/southam03.jpg","https://digital.library.mcgill.ca/industrial/images/southam03.jpg",https://sgolds15.github.io/industrial/items/in036.html#in036_04
"in036_05","in036","Detail of building ornament (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/southam04.jpg","https://digital.library.mcgill.ca/industrial/images/southam04.jpg","https://digital.library.mcgill.ca/industrial/images/southam04.jpg","","","https://digital.library.mcgill.ca/industrial/images/southam04.jpg","https://digital.library.mcgill.ca/industrial/images/southam04.jpg",https://sgolds15.github.io/industrial/items/in036.html#in036_05
"in036_06","in036","Looking skyward from street level (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/southam05.jpg","https://digital.library.mcgill.ca/industrial/images/southam05.jpg","https://digital.library.mcgill.ca/industrial/images/southam05.jpg","","","https://digital.library.mcgill.ca/industrial/images/southam05.jpg","https://digital.library.mcgill.ca/industrial/images/southam05.jpg",https://sgolds15.github.io/industrial/items/in036.html#in036_06
"in036_07","in036","Detail of building ornament (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/southam06.jpg","https://digital.library.mcgill.ca/industrial/images/southam06.jpg","https://digital.library.mcgill.ca/industrial/images/southam06.jpg","","","https://digital.library.mcgill.ca/industrial/images/southam06.jpg","https://digital.library.mcgill.ca/industrial/images/southam06.jpg",https://sgolds15.github.io/industrial/items/in036.html#in036_07
"in036_08","in036","Detail of building ornament (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/southam07.jpg","https://digital.library.mcgill.ca/industrial/images/southam07.jpg","https://digital.library.mcgill.ca/industrial/images/southam07.jpg","","","https://digital.library.mcgill.ca/industrial/images/southam07.jpg","https://digital.library.mcgill.ca/industrial/images/southam07.jpg",https://sgolds15.github.io/industrial/items/in036.html#in036_08
"in037","","Crane Company Ltd.","","factory","Brown &amp; Vallance","brick; reinforced concrete","1919","","1919","1920, 1929, 1930","","","","","2240-2250 rue Pitt","","45.46977102","-73.58178273","","IN037","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/crane.jpg","https://digital.library.mcgill.ca/industrial/images/crane.jpg","https://digital.library.mcgill.ca/industrial/images/crane.jpg","","","https://digital.library.mcgill.ca/industrial/images/crane.jpg","https://digital.library.mcgill.ca/industrial/images/crane.jpg",https://sgolds15.github.io/industrial/items/in037.html
"in037_01","in037","View from rue St-Patrick (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/crane.jpg","https://digital.library.mcgill.ca/industrial/images/crane.jpg","https://digital.library.mcgill.ca/industrial/images/crane.jpg","","","https://digital.library.mcgill.ca/industrial/images/crane.jpg","https://digital.library.mcgill.ca/industrial/images/crane.jpg",https://sgolds15.github.io/industrial/items/in037.html#in037_01
"in037_02","in037","Ground floor plan; from Construction 13:2 (Feb. 1920) 46.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/crane02.jpg","https://digital.library.mcgill.ca/industrial/images/crane02.jpg","https://digital.library.mcgill.ca/industrial/images/crane02.jpg","","","https://digital.library.mcgill.ca/industrial/images/crane02.jpg","https://digital.library.mcgill.ca/industrial/images/crane02.jpg",https://sgolds15.github.io/industrial/items/in037.html#in037_02
"in037_03","in037","Exterior view of shop and office; from Construction 13:2 (Feb. 1920) 46.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/crane03.jpg","https://digital.library.mcgill.ca/industrial/images/crane03.jpg","https://digital.library.mcgill.ca/industrial/images/crane03.jpg","","","https://digital.library.mcgill.ca/industrial/images/crane03.jpg","https://digital.library.mcgill.ca/industrial/images/crane03.jpg",https://sgolds15.github.io/industrial/items/in037.html#in037_03
"in037_04","in037","Interior view of first-floor offices; from Construction 13:2 (Feb. 1920) 48.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/crane04.jpg","https://digital.library.mcgill.ca/industrial/images/crane04.jpg","https://digital.library.mcgill.ca/industrial/images/crane04.jpg","","","https://digital.library.mcgill.ca/industrial/images/crane04.jpg","https://digital.library.mcgill.ca/industrial/images/crane04.jpg",https://sgolds15.github.io/industrial/items/in037.html#in037_04
"in037_05","in037","Advertisement from 1928; from Journal (RAIC) 5:1 (1928) xxii.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/cranead.jpg","https://digital.library.mcgill.ca/industrial/images/cranead.jpg","https://digital.library.mcgill.ca/industrial/images/cranead.jpg","","","https://digital.library.mcgill.ca/industrial/images/cranead.jpg","https://digital.library.mcgill.ca/industrial/images/cranead.jpg",https://sgolds15.github.io/industrial/items/in037.html#in037_05
"in037_06","in037","Exterior view of original machine shop and offices (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/crane05.jpg","https://digital.library.mcgill.ca/industrial/images/crane05.jpg","https://digital.library.mcgill.ca/industrial/images/crane05.jpg","","","https://digital.library.mcgill.ca/industrial/images/crane05.jpg","https://digital.library.mcgill.ca/industrial/images/crane05.jpg",https://sgolds15.github.io/industrial/items/in037.html#in037_06
"in037_07","in037","Detailed view of the exterior of the machine shop and office (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/crane06.jpg","https://digital.library.mcgill.ca/industrial/images/crane06.jpg","https://digital.library.mcgill.ca/industrial/images/crane06.jpg","","","https://digital.library.mcgill.ca/industrial/images/crane06.jpg","https://digital.library.mcgill.ca/industrial/images/crane06.jpg",https://sgolds15.github.io/industrial/items/in037.html#in037_07
"in037_08","in037","View of factory complex; from Construction 13:2 (Feb. 1920) 46.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/crane07.jpg","https://digital.library.mcgill.ca/industrial/images/crane07.jpg","https://digital.library.mcgill.ca/industrial/images/crane07.jpg","","","https://digital.library.mcgill.ca/industrial/images/crane07.jpg","https://digital.library.mcgill.ca/industrial/images/crane07.jpg",https://sgolds15.github.io/industrial/items/in037.html#in037_08
"in037_09","in037","View, looking north-east; from Construction 13:2 (Feb. 1920) 47.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/crane08.jpg","https://digital.library.mcgill.ca/industrial/images/crane08.jpg","https://digital.library.mcgill.ca/industrial/images/crane08.jpg","","","https://digital.library.mcgill.ca/industrial/images/crane08.jpg","https://digital.library.mcgill.ca/industrial/images/crane08.jpg",https://sgolds15.github.io/industrial/items/in037.html#in037_09
"in037_10","in037","Interior view of the pipe bending department; from Construction 13:2 (Feb. 1920) 47.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/crane09.jpg","https://digital.library.mcgill.ca/industrial/images/crane09.jpg","https://digital.library.mcgill.ca/industrial/images/crane09.jpg","","","https://digital.library.mcgill.ca/industrial/images/crane09.jpg","https://digital.library.mcgill.ca/industrial/images/crane09.jpg",https://sgolds15.github.io/industrial/items/in037.html#in037_10
"in038","","Jenkins Brothers Ltd.","","metalworking plant","Brown &amp; Vallance","concrete; brick","1906","","1906","","","","","","617 rue St-Rémi","","45.4714923","-73.5926835","","IN038","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/jenkins.jpg","https://digital.library.mcgill.ca/industrial/images/jenkins.jpg","https://digital.library.mcgill.ca/industrial/images/jenkins.jpg","","","https://digital.library.mcgill.ca/industrial/images/jenkins.jpg","https://digital.library.mcgill.ca/industrial/images/jenkins.jpg",https://sgolds15.github.io/industrial/items/in038.html
"in038_01","in038","View, looking north, of south-west façade (1999","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/jenkins.jpg","https://digital.library.mcgill.ca/industrial/images/jenkins.jpg","https://digital.library.mcgill.ca/industrial/images/jenkins.jpg","","","https://digital.library.mcgill.ca/industrial/images/jenkins.jpg","https://digital.library.mcgill.ca/industrial/images/jenkins.jpg",https://sgolds15.github.io/industrial/items/in038.html#in038_01
"in038_02","in038","Advertisement from 1925; from Journal (RAIC) 2:5 (1925) xxxiii.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/jenkinsad.jpg","https://digital.library.mcgill.ca/industrial/images/jenkinsad.jpg","https://digital.library.mcgill.ca/industrial/images/jenkinsad.jpg","","","https://digital.library.mcgill.ca/industrial/images/jenkinsad.jpg","https://digital.library.mcgill.ca/industrial/images/jenkinsad.jpg",https://sgolds15.github.io/industrial/items/in038.html#in038_02
"in038_03","in038","View, looking southg-west (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/jenkins02.jpg","https://digital.library.mcgill.ca/industrial/images/jenkins02.jpg","https://digital.library.mcgill.ca/industrial/images/jenkins02.jpg","","","https://digital.library.mcgill.ca/industrial/images/jenkins02.jpg","https://digital.library.mcgill.ca/industrial/images/jenkins02.jpg",https://sgolds15.github.io/industrial/items/in038.html#in038_03
"in039","","Desbarats&#39; Building (The Gazette)/Wheatley &amp; Wilson Ltd.","Brown, David Robertson","printing plant","","Red brick and grey limestone","1930","1929","1930","","","","","","476-480 rue de La Gauchetière ouest","","45.5026784","-73.5636547","","IN039","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg","https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg","https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg","","","https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg","https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg",https://sgolds15.github.io/industrial/items/in039.html
"in039_01","in039","View looking south-east (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/desbarat.jpg","https://digital.library.mcgill.ca/industrial/images/desbarat.jpg","https://digital.library.mcgill.ca/industrial/images/desbarat.jpg","","","https://digital.library.mcgill.ca/industrial/images/desbarat.jpg","https://digital.library.mcgill.ca/industrial/images/desbarat.jpg",https://sgolds15.github.io/industrial/items/in039.html#in039_01
